t,date,mu,omega,alpha,beta,nu,persist,optimizer_converged,optimizer_flag,start_used,n_fit,loglik,n_starts_tried,degenerate,status,carried_forward,near_unit_persistence
1147,2022-11-22,0.06769597396724776,0.06705197868029475,0.17426535677390878,0.7970076575893084,4.497163110889316,0.9712730143632171,1,0,5,750,-1092.1779458838332,5,0,accepted,0,0
1172,2023-01-04,0.06399154858479938,0.0651853197944127,0.17025408640697756,0.804712382439851,4.2769556289112245,0.9749664688468286,1,0,2,750,-1087.2944636116026,5,0,accepted,0,0
1197,2023-02-10,0.07171400777014722,0.060488508573019156,0.1804171557799976,0.7978618821202779,4.433195022425296,0.9782790379002755,1,0,1,750,-1079.6517077376695,5,0,accepted,0,0
1222,2023-03-22,0.07265445698464272,0.06472299721117045,0.20419647955104606,0.7820925477044876,4.2474527427121185,0.9862890272555336,1,0,2,750,-1083.8358681324632,5,0,accepted,0,0
1247,2023-04-28,0.07454281088693862,0.06168433114611758,0.2173483272632941,0.7719598070218102,4.201532611104406,0.9893081342851043,1,0,1,750,-1080.245543565522,5,0,accepted,0,0
1272,2023-06-12,0.0694159990347978,0.05961236143487374,0.19776247227721544,0.77900843343905,4.389102479871087,0.9767709057162655,1,0,2,750,-1060.6971364427327,5,0,accepted,0,0
1297,2023-07-20,0.06798936280836114,0.07008546570162139,0.2101020321156182,0.7563675849943524,4.492841724280851,0.9664696171099706,1,0,3,750,-1017.8754115198096,5,0,accepted,0,0
1322,2023-08-25,0.06220577459017439,0.08253820826710147,0.21340755090910113,0.7368445792925936,4.332887477006292,0.9502521302016947,1,0,1,750,-990.4617388709146,5,0,accepted,0,0
1347,2023-10-04,0.06253342119479523,0.09731050453537919,0.21864202237646427,0.7157843977531042,4.167221756231063,0.9344264201295684,1,0,1,750,-966.4616009739411,5,0,accepted,0,0
1372,2023-11-10,0.06227523914642762,0.10566140457147542,0.20884111276091386,0.7077445666443613,4.146637999014832,0.9165856794052751,1,0,4,750,-952.4972776763324,5,0,accepted,0,0
1397,2023-12-18,0.065153695560535,0.11511740642468839,0.21256290132160638,0.6946657978677224,3.9232854097763075,0.9072286991893288,1,0,1,750,-933.7792110227097,5,0,accepted,0,0
1422,2024-01-31,0.06823198918436801,0.10911752029877457,0.19411432910939858,0.7100623669668156,3.8169431438821744,0.9041766960762141,1,0,4,750,-918.8737601382522,5,0,accepted,0,0
1447,2024-03-11,0.0606621267250386,0.1184924991428288,0.20300245626837168,0.6869818312385845,3.8319215800805413,0.8899842875069561,1,0,1,750,-893.1210731527297,5,0,accepted,0,0
1472,2024-04-18,0.06373861183428725,0.11660916531339911,0.19688516995485902,0.6876592742252456,3.849190927200017,0.8845444441801047,1,0,2,750,-882.2287327869408,5,0,accepted,0,0
1497,2024-05-30,0.06860272235306893,0.10695283038768623,0.1873787407113438,0.698705694501576,3.9226554242301432,0.8860844352129198,1,0,4,750,-867.158867573973,5,0,accepted,0,0
1522,2024-07-08,0.06154409013653456,0.1037822445816663,0.19085667305835569,0.6972068056551484,3.9515191241948764,0.888063478713504,1,0,2,750,-862.4462908695759,5,0,accepted,0,0
1547,2024-08-14,0.05812475185045238,0.10094247367160199,0.1969221376633743,0.6885927563296987,4.2751098220624,0.885514893993073,1,0,2,750,-862.3676942413766,5,0,accepted,0,0
1572,2024-09-24,0.054286332538641326,0.10266697627679654,0.19535306578930314,0.6817006746600348,4.621030719960382,0.8770537404493379,1,0,2,750,-865.8146462242964,5,0,accepted,0,0
1597,2024-10-30,0.05166883025093794,0.0993239394572353,0.1902385485251824,0.6870812385515496,4.562395676905308,0.877319787076732,1,0,2,750,-852.8295433352823,5,0,accepted,0,0
1622,2024-12-06,0.05523458062913655,0.10064530572341016,0.1941172503236033,0.6794262164416748,4.682752532151724,0.873543466765278,1,0,2,750,-854.4284802572752,5,0,accepted,0,0
1647,2025-01-24,0.05259362523186173,0.10197833793102118,0.18862079214134092,0.6847220243448584,4.56170338585008,0.8733428164861994,1,0,2,750,-854.346931003536,5,0,accepted,0,0
1672,2025-03-05,0.05635944221257019,0.10240597875044315,0.18350842975648105,0.6767341347898504,5.288395766433833,0.8602425645463315,1,0,1,750,-856.7874058752502,5,0,accepted,0,0
1697,2025-04-10,0.049612264634672866,0.12703847590762238,0.24085985867758555,0.6138110558220817,4.634909159497085,0.8546709144996673,1,0,4,750,-862.6285258207954,5,0,accepted,0,0
